exemplar_code,simulation_cal_year,year,N_A_match,N_B_match,S_A_match,S_B_match,num_epis,epidID,strain,timestep,month,day,sus,trans,infected,reporting,simulation_index,pushback,init_ageing_date,init_nye,pushback_T
GBR,8,2017,FALSE,FALSE,FALSE,TRUE,2,GBRA171002,INF_A,4758,10,02,0.6905446719938013,0.07386080744786329,897.8686983077506,0.003486522277588273,7,105,NA,NA,FALSE
GBR,8,2017,FALSE,FALSE,FALSE,TRUE,2,GBRB171002,INF_B,1070,10,02,0.608928720170725,0.08612619112155885,251.54348151131296,0.002208806419502177,7,63,NA,NA,FALSE
GBR,9,2018,TRUE,TRUE,TRUE,TRUE,1,GBRA181015,INF_A,9767,10,15,0.634070410981797,0.09166149519010468,728.2176776851767,0.0036857166184174612,7,84,NA,NA,FALSE
GBR,10,2019,TRUE,TRUE,FALSE,TRUE,2,GBRA190930,INF_A,6289,09,30,0.6810783701785208,0.08404221849372545,3061.4896243996573,0.00242742707133293,7,126,NA,NA,FALSE
GBR,10,2019,TRUE,TRUE,FALSE,TRUE,2,GBRB190930,INF_B,521,09,30,0.5063955570485829,0.11047501759119742,712.392693605366,6.051628554736216e-4,7,126,NA,NA,FALSE
GBR,1,2010,TRUE,TRUE,TRUE,TRUE,2,GBRA101122,INF_A,4317,11,22,0.6357126616377465,0.08456313337071024,5183.173165509401,4.3955299134776783e-4,8,42,NA,NA,FALSE
GBR,1,2010,TRUE,TRUE,TRUE,TRUE,2,GBRB101122,INF_B,7633,11,22,0.6583334068123219,0.07437010557756805,8506.251849393515,2.9768080575734614e-4,8,77,NA,NA,FALSE
GBR,2,2011,FALSE,TRUE,TRUE,TRUE,1,GBRA111219,INF_A,8726,12,19,0.5239832704262162,0.08632771336330189,3574.9450573386184,3.160084952631577e-4,8,112,NA,NA,FALSE
GBR,3,2012,FALSE,TRUE,TRUE,TRUE,2,GBRA121126,INF_A,6181,11,26,0.6438692125199331,0.06752276044505376,4802.324586184401,9.87863481925976e-4,8,182,NA,NA,FALSE
GBR,3,2012,FALSE,TRUE,TRUE,TRUE,2,GBRB121029,INF_B,8150,10,29,0.5487014019873758,0.08174941930674455,2924.237787926564,6.186909616956878e-4,8,126,NA,NA,FALSE
GBR,4,2013,TRUE,TRUE,TRUE,TRUE,1,GBRA131209,INF_A,562,12,09,0.6555828038116297,0.08861381231656909,3049.324375811054,4.847406430814645e-4,8,112,NA,NA,FALSE
GBR,5,2014,FALSE,FALSE,TRUE,TRUE,1,GBRA141201,INF_A,2206,12,01,0.565812763083062,0.09291397101865098,8858.891446087786,3.9562475766038383e-4,8,119,NA,NA,FALSE
GBR,6,2015,TRUE,TRUE,FALSE,TRUE,3,GBRA151123,INF_A,2654,11,23,0.6295228361352583,0.09256843041633055,1871.5403832588058,0.0011708820175449818,8,98,NA,NA,FALSE
GBR,6,2015,TRUE,TRUE,FALSE,TRUE,3,GBRB150126,INF_B,9520,01,26,0.607331087115428,0.08490445951997629,7459.968930909666,1.350078247681657e-4,8,140,NA,NA,FALSE
GBR,6,2015,TRUE,TRUE,FALSE,TRUE,3,GBRB151109,INF_B,4997,11,09,0.5747630558268632,0.10238566835270876,77.96560425071824,5.058028933966563e-4,8,35,NA,NA,FALSE
GBR,7,2016,FALSE,TRUE,TRUE,FALSE,2,GBRA161031,INF_A,5568,10,31,0.6398094903166883,0.08226653195074302,2343.057963017122,0.0011810505658254812,8,98,NA,NA,FALSE
