country,country_code,vacc_program,year,age1,age2,age3,age4
Azerbaijan,AZE,1,2029,327036.182532333,1214275.1318422533,0,701207.0283223406
Azerbaijan,AZE,1,2030,329507.30278877943,1203077.729861174,0,736562.1298090095
Azerbaijan,AZE,1,2031,328972.0592082067,1179135.6066008222,0,762016.6469603425
Azerbaijan,AZE,1,2032,329748.8225867531,1163598.158510044,0,789145.5340378406
Azerbaijan,AZE,1,2033,330446.51325340464,1149247.2990922146,0,814252.3379152641
Azerbaijan,AZE,1,2034,331050.0516183259,1136002.8187879485,0,837456.6670400167
Azerbaijan,AZE,1,2035,331557.04488489224,1123760.49346763,0,858860.2319074548
Azerbaijan,AZE,1,2036,333489.545687414,1119027.2936129854,0,883268.8189296926
Azerbaijan,AZE,1,2037,332369.9204420613,1101961.652913719,0,896698.1796120964
Azerbaijan,AZE,1,2038,332583.75090101664,1092268.7751546782,0,913319.8808256403
Azerbaijan,AZE,1,2039,332722.371935727,1083265.414731616,0,928536.0446068344
Azerbaijan,AZE,1,2040,332778.5989670151,1074887.399029165,0,942425.8345837744
Azerbaijan,AZE,1,2041,334277.4902888516,1073413.2782572834,0,960232.2577688537
Azerbaijan,AZE,1,2042,332735.0684437552,1059823.0386229933,0,966565.2739626978
Azerbaijan,AZE,1,2043,332542.7567983575,1053024.3857992452,0,976959.3009991669
Azerbaijan,AZE,1,2044,332294.8119131627,1046658.697292297,0,986330.585278165
Azerbaijan,AZE,1,2045,331986.638310345,1040669.8190698319,0,994747.9841280958
Azerbaijan,AZE,1,2046,331615.3133397131,1035025.6821616094,0,1002272.6423602942
Azerbaijan,AZE,1,2047,332706.48180705664,1035783.3284555866,0,1014448.6196644669
Azerbaijan,AZE,1,2048,330788.5468878974,1024627.3542369328,0,1014865.0108793883
Azerbaijan,AZE,1,2049,330234.72821310384,1019833.012497357,0,1020037.0178987172
Azerbaijan,AZE,1,2050,329647.471746144,1015247.1512387756,0,1024531.6932304143
